date,title,genre,sales,day,month,year,season,salesAdj
1/4/17,The Space Between Us,Drama,7885294,4,1,2017,winter,7954003.236
1/5/17,Arise from Darkness,Horror,6112,5,1,2017,winter,6165.257475
1/6/17,"Accidental Courtesy: Daryl Davis, Race & America",Documentary,1940,6,1,2017,winter,1956.904369
1/6/17,A Different American Dream,Documentary,1172,6,1,2017,winter,1182.21233
1/6/17,German Concentration Camps Factual Survey,Documentary,4468,6,1,2017,winter,4506.93233
1/6/17,Whisky Galore,Romantic Comedy,17613,6,1,2017,winter,17766.4725
1/11/17,Sleepless,Thriller/Suspense,20783704,11,1,2017,winter,20964804.72
1/13/17,The Bye Bye Man,Thriller/Suspense,22395806,13,1,2017,winter,22590953.92
1/13/17,Enas Allos Kosmos,Drama,60298,13,1,2017,winter,60823.41218
1/13/17,Mostly Sunny,Documentary,4046,13,1,2017,winter,4081.255194
1/13/17,Ok Jaanu,Drama,355922,13,1,2017,winter,359023.3591
1/13/17,RelÃ•Å’ve: Histoire d'une crÃ•Â©ation,Documentary,5454,13,1,2017,winter,5501.523931
1/13/17,Saving Banksy,Documentary,47965,13,1,2017,winter,48382.94745
1/13/17,Tenemos La Carne,Horror,8438,13,1,2017,winter,8511.52529
1/13/17,Vince Giordano: There_Ã‘Ã©s a Future in the Past,Documentary,14807,13,1,2017,winter,14936.02216
1/18/17,Split,Horror,138141585,18,1,2017,winter,139345294.4
1/19/17,xXx: Return of Xander Cage,Action,44898413,19,1,2017,winter,45289639.46
1/20/17,Detour,Thriller/Suspense,1788,20,1,2017,winter,1803.579903
1/20/17,A Dog_Ã‘Ã©s Purpose,Drama,64321890,20,1,2017,winter,64882364.71
1/20/17,"My Father, Die",Action,4252,20,1,2017,winter,4289.050194
1/20/17,Panique,Drama,41569,20,1,2017,winter,41931.21531
1/20/17,Rester Vertical,Comedy,11747,20,1,2017,winter,11849.35857
1/20/17,The Resurrection of Gavin Stone,Comedy,2303792,20,1,2017,winter,2323866.304
1/20/17,Royahaye dame sobh,Documentary,2208,20,1,2017,winter,2227.239611
1/20/17,Sophie and the Rising Sun,Drama,34630,20,1,2017,winter,34931.7517
1/20/17,The Sunshine Makers,Documentary,10042,20,1,2017,winter,10129.50189
1/27/17,Cheng feng po lang,Drama,469706,27,1,2017,winter,473798.8265
1/27/17,Emily,Drama,3547,27,1,2017,winter,3577.907111
1/27/17,Gold,Drama,7227038,27,1,2017,winter,7290011.461
1/27/17,Gong fu yu jia,Action,362657,27,1,2017,winter,365817.0452
1/27/17,Massacre on Aisle 12,Comedy,21106,27,1,2017,winter,21289.90908
1/27/17,T2: Trainspotting,Drama,2395410,27,1,2017,winter,2416282.626
1/27/17,Xi You  Fu Yao Pian,Action,870451,27,1,2017,winter,878035.755
2/2/17,A Cure for Wellness,Thriller/Suspense,8106986,2,2,2017,winter,8151979.884
2/2/17,The Lego Batman Movie,Adventure,175750384,2,2,2017,winter,176725801
2/3/17,Chapter & Verse,Drama,84147,3,2,2017,winter,84614.01701
2/3/17,The Comedian,Comedy,1658706,3,2,2017,winter,1667911.841
2/3/17,Grace of Jake,Drama,23078,3,2,2017,winter,23206.08322
2/3/17,Growing up Smith,Comedy,35312,3,2,2017,winter,35507.98209
2/3/17,I Am Not Your Negro,Documentary,7123919,3,2,2017,winter,7163456.848
2/3/17,Rings,Horror,27793018,3,2,2017,winter,27947269.63
2/8/17,Fifty Shades Darker,Drama,114434010,8,2,2017,winter,115069120.3
2/9/17,John Wick: Chapter Two,Action,92029184,9,2,2017,winter,92539947.24
2/10/17,2017 Oscar Shorts,Multiple Genres,2835355,10,2,2017,winter,2851091.259
2/10/17,Todos Queremos a Alguien,Romantic Comedy,1915789,10,2,2017,winter,1926421.655
2/10/17,Jolly LLB 2,Black Comedy,1654254,10,2,2017,winter,1663435.132
2/10/17,KEDi,Documentary,2755326,10,2,2017,winter,2770618.097
2/17/17,Fist Fight,Comedy,32187017,17,2,2017,winter,32365655.39
2/17/17,From Nowhere,Drama,8109,17,2,2017,winter,8154.005062
2/17/17,Haebing,Drama,43144,17,2,2017,winter,43383.44979
2/17/17,Keep Quiet,Documentary,50454,17,2,2017,winter,50734.02039
2/17/17,Lovesong,Drama,10545,17,2,2017,winter,10603.5249
2/17/17,XX,Horror,30911,17,2,2017,winter,31082.55648
2/23/17,Kong: Skull Island,Adventure,168052812,23,2,2017,winter,168985507.4
2/23/17,Logan,Action,226269952,23,2,2017,winter,227525753.3
2/24/17,Bitter Harvest,Drama,557241,24,2,2017,winter,560333.6952
2/24/17,Get Out,Horror,175484140,24,2,2017,winter,176458079.4
2/24/17,Stefan Zweig: Farewell to Europe,Drama,78373,24,2,2017,winter,78807.97123
2/27/17,The Journey,Drama,50531,27,2,2017,winter,50811.44774
3/1/17,Contemporary Color,Concert/Performance,15305,1,3,2017,spring,15377.44421
3/3/17,Before I Fall,Drama,12241072,3,3,2017,spring,12299013.51
3/3/17,Donald Cried,Comedy,61406,3,3,2017,spring,61696.65723
3/3/17,The Freedom to Marry,Documentary,6142,3,3,2017,spring,6171.07235
3/3/17,The Last Word,Drama,1779620,3,3,2017,spring,1788043.597
3/3/17,Love & Taxes,Romantic Comedy,33150,3,3,2017,spring,33306.91117
3/3/17,The Shack,Drama,57386418,3,3,2017,spring,57658049.07
3/3/17,Table 19,Comedy,3614896,3,3,2017,spring,3632006.635
3/3/17,Tim Timmerman: Hope of America,Comedy,97787,3,3,2017,spring,98249.86192
3/6/17,The Prison,Action,207481,6,3,2017,spring,208463.0841
3/8/17,"Love, Sweat & Tears",Documentary,512,8,3,2017,spring,514.4234847
3/9/17,Uncertain,Documentary,29736,9,3,2017,spring,29876.75145
3/10/17,The Ottoman Lieutenant,Drama,240978,10,3,2017,spring,242118.6377
3/10/17,Powidoki,Drama,30093,10,3,2017,spring,30235.44126
3/10/17,Raw,Horror,514870,10,3,2017,spring,517307.0695
3/10/17,The Sense of an Ending,Drama,1274420,10,3,2017,spring,1280452.3
3/10/17,Suntan,Romantic Comedy,5954,10,3,2017,spring,5982.182477
3/16/17,Beauty and the Beast,Musical,503861542,16,3,2017,spring,506246504.4
3/17/17,The Belko Experiment,Horror,10166820,17,3,2017,spring,10214943.31
3/17/17,The Boss Baby,Comedy,173540805,17,3,2017,spring,174362237.6
3/17/17,Song to Song,Drama,443684,17,3,2017,spring,445784.1199
3/21/17,The Lost City of Z,Action,8431170,21,3,2017,spring,8471077.835
3/22/17,Life,Thriller/Suspense,30223972,22,3,2017,spring,30367033.2
3/22/17,"A Woman, A Part",Drama,23562,22,3,2017,spring,23673.52763
3/23/17,CHiPS,Action,18600152,23,3,2017,spring,18688193.38
3/23/17,Ghost in the Shell,Action,40563557,23,3,2017,spring,40755559.27
3/24/17,The Devotion of Suspect X,Thriller/Suspense,686435,24,3,2017,spring,689684.1499
3/24/17,I Called Him Morgan,Documentary,97711,24,3,2017,spring,98173.50218
3/24/17,The Levelling,Drama,3040,24,3,2017,spring,3054.389441
3/24/17,Power Rangers,Action,85364450,24,3,2017,spring,85768511.41
3/24/17,Smurfs: The Lost Village,Adventure,44708273,24,3,2017,spring,44919893.74
3/24/17,Their Finest,Romantic Comedy,3603484,24,3,2017,spring,3620540.618
3/24/17,Wilson,Comedy,653951,24,3,2017,spring,657046.3911
3/24/17,The Zookeeper_Ã‘Ã©s Wife,Drama,17445186,24,3,2017,spring,17527760.5
3/27/17,Une vie,Drama,36087,27,3,2017,spring,36257.81307
3/31/17,3 Idiotas,Comedy,1249233,31,3,2017,spring,1255146.08
3/31/17,The Blackcoat_Ã‘Ã©s Daughter,Horror,20435,31,3,2017,spring,20531.72639
3/31/17,Carrie Pilby,Comedy,18957,31,3,2017,spring,19046.73047
3/31/17,David Lynch: The Art Life,Documentary,171419,31,3,2017,spring,172230.3893
3/31/17,Free Fire,Action,1799322,31,3,2017,spring,1807838.854
3/31/17,The Void,Horror,151042,31,3,2017,spring,151756.9375
4/5/17,Going in Style,Comedy,44906935,5,4,2017,spring,44986088.33
4/7/17,Alive and Kicking,Documentary,68485,7,4,2017,spring,68605.71222
4/7/17,The Case for Christ,Drama,14678714,7,4,2017,spring,14704586.82
4/7/17,Colossal,Drama,3189184,7,4,2017,spring,3194805.282
4/7/17,The Fate of the Furious,Action,225429900,7,4,2017,spring,225827244.6
4/7/17,Gifted,Drama,24559347,7,4,2017,spring,24602635.51
4/7/17,A Kind of Loving,Drama,3278,7,4,2017,spring,3283.77783
4/7/17,Shot! The Psycho-Spiritual Mantra of Rock,Documentary,15157,7,4,2017,spring,15183.71585
4/7/17,The Transfiguration,Drama,20587,7,4,2017,spring,20623.28681
4/7/17,Wszystkie Nieprzespane Noce,Documentary,20762,7,4,2017,spring,20798.59527
4/14/17,Chasing Trane: The John Coltrane Documentary,Documentary,363061,14,4,2017,spring,363700.9343
4/14/17,Finding Oscar,Documentary,23116,14,4,2017,spring,23156.74445
4/14/17,Maudie,Drama,2231554,14,4,2017,spring,2235487.355
4/14/17,Mission Control: The Unsung Heroes of Apollo,Documentary,16405,14,4,2017,spring,16433.91559
4/14/17,My Entire High School Sinking Into the Sea,Comedy,68883,14,4,2017,spring,69004.41374
4/14/17,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,Drama,3649561,14,4,2017,spring,3655993.746
4/14/17,Pasqualino Settebellezze,Drama,11962,14,4,2017,spring,11983.08432
4/14/17,RÃ•Â©parer les vivants,Drama,3176,14,4,2017,spring,3181.598044
4/14/17,Spark: A Space Tail,Adventure,196458,14,4,2017,spring,196804.2785
4/14/17,Tommy_Ã‘Ã©s Honour,Drama,569306,14,4,2017,spring,570309.4634
4/14/17,Travolti da un insolito destino nell_Ã‘Ã©azzurro mare d_Ã‘Ã©agosto,Romantic Comedy,7876,14,4,2017,spring,7889.882302
4/21/17,7 Witches,Horror,31100,21,4,2017,spring,31154.81711
4/21/17,Berlin Syndrome,Thriller/Suspense,28660,21,4,2017,spring,28710.51635
4/21/17,Citizen Jane: Battle for the City,Documentary,305048,21,4,2017,spring,305585.6801
4/21/17,Jeremiah Tower: The Last Magnificent,Documentary,228153,21,4,2017,spring,228555.1443
4/21/17,King Arthur: Legend of the Sword,Adventure,38731333,21,4,2017,spring,38799601.16
4/21/17,Letters from Baghdad,Documentary,151920,21,4,2017,spring,152187.7754
4/21/17,The Penguin Counters,Documentary,976,21,4,2017,spring,977.7203056
4/21/17,Phoenix Forgotten,Thriller/Suspense,3600146,21,4,2017,spring,3606491.647
4/21/17,The Promise,Drama,8224288,21,4,2017,spring,8238784.197
4/21/17,Unforgettable,Thriller/Suspense,11368012,21,4,2017,spring,11388049.35
4/22/17,This Is Not What I Expected,Comedy,335526,22,4,2017,spring,336117.4009
4/24/17,JÃ•ÃŽyÃ•ÃŽ dÃ•_shâ€”â€°,Thriller/Suspense,587470,24,4,2017,spring,588505.4794
4/26/17,Bang! The Bert Berns Story,Documentary,59300,26,4,2017,spring,59404.52266
4/26/17,Obit,Documentary,285072,26,4,2017,spring,285574.4702
4/28/17,Baahubali 2: The Conclusion,Action,18985794,28,4,2017,spring,19019258.52
4/28/17,Buster_Ã‘Ã©s Mal Heart,Thriller/Suspense,71465,28,4,2017,spring,71590.96479
4/28/17,The Circle,Thriller/Suspense,20497844,28,4,2017,spring,20533973.67
4/28/17,Guardians of the Galaxy Vol 2,Action,383273975,28,4,2017,spring,383949536.8
4/28/17,How to Be a Latin Lover,Comedy,32149404,28,4,2017,spring,32206070.8
4/28/17,Lowriders,Drama,6179955,28,4,2017,spring,6190847.839
4/28/17,Natasha,Drama,8325,28,4,2017,spring,8339.673713
4/28/17,Shavua ve Yom,Drama,41614,28,4,2017,spring,41687.34918
4/28/17,Sleight,Action,3930990,28,4,2017,spring,3937918.795
4/28/17,Special Citizen,Drama,96777,28,4,2017,spring,96947.57993
5/2/17,Take Me,Comedy,2583,2,5,2017,spring,2585.343068
5/3/17,Mr. Chibbs,Documentary,8303,3,5,2017,spring,8310.531743
5/4/17,Alien: Covenant,Horror,73656308,4,5,2017,spring,73723122.45
5/4/17,Paris pieds nus,Drama,11628,4,5,2017,spring,11638.54789
5/5/17,Burden,Documentary,18440,5,5,2017,spring,18456.72713
5/5/17,Chuck,Action,322005,5,5,2017,spring,322297.0943
5/5/17,The Dinner,Drama,1323312,5,5,2017,spring,1324512.391
5/5/17,Fuchi ni tatsu,Drama,9602,5,5,2017,spring,9610.71008
5/5/17,The Lovers,Romantic Comedy,2173711,5,5,2017,spring,2175682.797
5/5/17,Risk,Documentary,198630,5,5,2017,spring,198810.1795
5/10/17,Manifesto,Drama,120369,10,5,2017,spring,120478.188
5/12/17,Dead Awake,Horror,11528,12,5,2017,spring,11538.45718
5/12/17,The Last Shaman,Documentary,17744,12,5,2017,spring,17760.09578
5/12/17,Paris Can Wait,Romantic Comedy,2271700,12,5,2017,spring,2273760.684
5/12/17,Snatched,Comedy,45644248,12,5,2017,spring,45685652.4
5/12/17,The Wall,Thriller/Suspense,1803064,12,5,2017,spring,1804699.579
5/19/17,Abacus: Small Enough to Jail,Documentary,97520,19,5,2017,spring,97608.46147
5/19/17,Ang Babaeng Humayo,Drama,3906,19,5,2017,spring,3909.543176
5/19/17,Champion,Drama,154718,19,5,2017,spring,154858.3464
5/19/17,Diary of a Wimpy Kid: The Long Haul,Comedy,20410490,19,5,2017,spring,20429004.58
5/19/17,"Everything, Everything",Drama,33677926,19,5,2017,spring,33708475.62
5/19/17,Icaros: A Vision,Drama,5510,19,5,2017,spring,5514.998182
5/19/17,Pi Sheng Shang de Hun,Drama,3555,19,5,2017,spring,3558.22478
5/19/17,Radio Dreams,Comedy,19091,19,5,2017,spring,19108.31766
5/19/17,Wakefield,Drama,242935,19,5,2017,spring,243155.369
5/23/17,Pirates of the Caribbean: Dead Men Tell No Tales,Adventure,165466587,23,5,2017,spring,165616683.6
5/23/17,Restless Creature: Wendy Whelan,Documentary,129143,23,5,2017,spring,129260.147
5/25/17,Baywatch,Comedy,57022747,25,5,2017,spring,57074472.96
5/25/17,Daeripgun,Drama,84532,25,5,2017,spring,84608.67991
5/25/17,Long Strange Trip: The Untold Story of the Grateful Dead,Documentary,351957,25,5,2017,spring,352276.2641
5/26/17,47 Meters Down,Horror,32591454,26,5,2017,spring,32621018.07
5/26/17,Buena Vista Social Club_Ã‘Ã“Adios,Documentary,123445,26,5,2017,spring,123556.9783
5/26/17,God of War,Action,52659,26,5,2017,spring,52706.76756
5/26/17,Hermia & Helena,Comedy,34250,26,5,2017,spring,34281.06855
5/26/17,Voyage Ã•_ Travers le CinÃ•Â©ma FranÃ•_ais,Documentary,11861,26,5,2017,spring,11871.75924
5/29/17,Wonder Woman,Adventure,346629475,29,5,2017,spring,346943906.4
5/31/17,Julian Schnabel: A Private Portrait,Documentary,8679,31,5,2017,spring,8686.872816
6/2/17,Band Aid,Comedy,181192,2,6,2017,summer,181192
6/2/17,Captain Underpants: The First Epic Movie,Comedy,69370793,2,6,2017,summer,69370793
6/2/17,Churchill,Drama,1108026,2,6,2017,summer,1108026
6/2/17,Dean,Comedy,254536,2,6,2017,summer,254536
6/2/17,The Kaiser_Ã‘Ã©s Last Kiss,Drama,291150,2,6,2017,summer,291150
6/2/17,"Love, Kennedy",Drama,224889,2,6,2017,summer,224889
6/2/17,Maria Sklodowska Curie,Drama,18212,2,6,2017,summer,18212
6/2/17,Mei Hao De Yi Wai,Drama,51766,2,6,2017,summer,51766
6/2/17,The Mummy,Adventure,74502100,2,6,2017,summer,74502100
6/2/17,Past Life,Thriller/Suspense,147990,2,6,2017,summer,147990
6/2/17,The Recall,Horror,22233,2,6,2017,summer,22233
6/9/17,Beatriz at Dinner,Drama,3654484,9,6,2017,summer,3654484
6/9/17,Dawson City: Frozen Time,Documentary,59110,9,6,2017,summer,59110
6/9/17,The Hero,Drama,1601662,9,6,2017,summer,1601662
6/9/17,I Love You Both,Comedy,4661,9,6,2017,summer,4661
6/9/17,It Comes at Night,Horror,13385530,9,6,2017,summer,13385530
6/9/17,Megan Leavey,Drama,10740174,9,6,2017,summer,10740174
6/9/17,My Cousin Rachel,Drama,2584821,9,6,2017,summer,2584821
6/9/17,Night School,Documentary,4663,9,6,2017,summer,4663
6/14/17,Despicable Me 3,Comedy,75410275,14,6,2017,summer,75410275
6/14/17,Moka,Drama,35025,14,6,2017,summer,35025
6/14/17,Rough Night,Black Comedy,19065647,14,6,2017,summer,19065647
6/16/17,The Book of Henry,Drama,3870452,16,6,2017,summer,3870452
6/16/17,Il Boom,Comedy,21058,16,6,2017,summer,21058
6/16/17,Cars 3,Adventure,120714099,16,6,2017,summer,120714099
6/16/17,"Hare Krishna! The Mantra, The Movement and the Swami Who Started it all",Documentary,43430,16,6,2017,summer,43430
6/16/17,Jasmine,Horror,12788,16,6,2017,summer,12788
6/20/17,Transformers: The Last Knight,Action,102103351,20,6,2017,summer,102103351
6/23/17,The Bad Batch,Drama,146810,23,6,2017,summer,146810
6/23/17,A Beginner_Ã‘Ã©s Guide to Snuff,Black Comedy,5204,23,6,2017,summer,5204
6/23/17,The Beguiled,Western,3579188,23,6,2017,summer,3579188
6/23/17,The Big Sick,Romantic Comedy,2228690,23,6,2017,summer,2228690
6/23/17,Food Evolution,Documentary,7057,23,6,2017,summer,7057
6/23/17,Tubelight,Adventure,930058,23,6,2017,summer,930058
6/28/17,Baby Driver,Thriller/Suspense,30029105,28,6,2017,summer,30029105
6/28/17,Pop Aye,Drama,11332,28,6,2017,summer,11332
6/30/17,The B-Side,Documentary,12078,30,6,2017,summer,12078
6/30/17,The House,Comedy,9000000,30,6,2017,summer,9000000
6/30/17,The Little Hours,Black Comedy,61560,30,6,2017,summer,61560
1/1/16,Campanadas a medianoche,Comedy,126724,1,1,2016,winter,131023.9807
1/1/16,Ho Mann Jahaan,Musical,208611,1,1,2016,winter,215689.5588
1/1/16,Omohide poro poro,Drama,453241,1,1,2016,winter,468620.3091
1/1/16,Yosemite,Drama,13931,1,1,2016,winter,14403.70471
1/4/16,10 Cloverfield Lane,Thriller/Suspense,72082999,4,1,2016,winter,74528909.07
1/7/16,Eisenstein In Guanajuato,Drama,34282,7,1,2016,winter,35445.25195
1/7/16,The Forest,Thriller/Suspense,26594261,7,1,2016,winter,27496653.68
1/7/16,Francofonia,Drama,307040,7,1,2016,winter,317458.4376
1/7/16,Wazir,Thriller/Suspense,586028,7,1,2016,winter,605913.0187
1/8/16,Anesthesia,Drama,26799,8,1,2016,winter,27708.33985
1/8/16,Comoara,Comedy,48508,8,1,2016,winter,50153.96655
1/8/16,Krigen,Drama,122902,8,1,2016,winter,127072.2932
1/8/16,Lamb,Drama,14547,8,1,2016,winter,15040.60673
1/8/16,The Masked Saint,Action,182695,8,1,2016,winter,188894.1807
1/8/16,Troublemakers: The Story of Land Art,Documentary,29462,8,1,2016,winter,30461.70039
1/14/16,The 5th Wave,Action,34912982,14,1,2016,winter,36097644.34
1/14/16,Boi neon,Drama,26755,14,1,2016,winter,27662.84685
1/14/16,Norm of the North,Adventure,17062499,14,1,2016,winter,17641461.29
1/14/16,Ride Along 2,Comedy,90862685,14,1,2016,winter,93945824.7
1/15/16,13 Hours: The Secret Soldiers of Benghazi,Drama,52853219,15,1,2016,winter,54646626.91
1/15/16,Band of Robbers,Adventure,20555,15,1,2016,winter,21252.46934
1/15/16,Ji-geum-eun-mat-go-geu-ddae-neun-teul-li-da,Romantic Comedy,24470,15,1,2016,winter,25300.31256
1/15/16,L_Ã‘Ã©ombre des femmes,Drama,50291,15,1,2016,winter,51997.46706
1/21/16,The Boy,Horror,35819556,21,1,2016,winter,37034980.08
1/21/16,Dirty Grandpa,Comedy,35593113,21,1,2016,winter,36800853.45
1/21/16,A Melody to Remember,Drama,41845,21,1,2016,winter,43264.87859
1/22/16,Aferim!,Black Comedy,108110,22,1,2016,winter,111778.3731
1/22/16,Caged No More,Thriller/Suspense,114959,22,1,2016,winter,118859.7724
1/22/16,Synchronicity,Thriller/Suspense,4505,22,1,2016,winter,4657.863019
1/23/16,Kung Fu Panda 3,Adventure,143528619,23,1,2016,winter,148398811.7
1/27/16,The Finest Hours,Thriller/Suspense,27569558,27,1,2016,winter,28505044.32
1/27/16,Lazer Team,Comedy,1186426,27,1,2016,winter,1226683.638
1/27/16,Moana,Adventure,248757044,27,1,2016,winter,257197832.6
1/28/16,Fifty Shades of Black,Comedy,11686940,28,1,2016,winter,12083499.59
1/29/16,2016 Oscar Shorts,Multiple Genres,2816816,29,1,2016,winter,2912395.8
1/29/16,Mastizaade,Comedy,43403,29,1,2016,winter,44875.74442
1/29/16,"Rabin, The Last Day",Drama,28411,29,1,2016,winter,29375.03801
1/29/16,Requiem for the American Dream,Documentary,130152,29,1,2016,winter,134568.2991
1/29/16,Saala Khadoos,Drama,76931,29,1,2016,winter,79541.41175
1/31/16,Gimme Danger,Documentary,440627,31,1,2016,winter,455578.2927
2/1/16,Guo Nian Hao,Comedy,25358,1,2,2016,winter,26196.88201
2/4/16,The Choice,Drama,18730891,4,2,2016,winter,19350537.95
2/4/16,Pride and Prejudice and Zombies,Black Comedy,10907291,4,2,2016,winter,11268121.12
2/4/16,Robinson Crusoe,Adventure,8005586,4,2,2016,winter,8270423.214
2/4/16,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,Action,709982,4,2,2016,winter,733469.3068
2/5/16,"Hail, Caesar!",Comedy,30080225,5,2,2016,winter,31075325.54
2/5/16,Io la conoscevo bene,Documentary,18010,5,2,2016,winter,18605.79876
2/5/16,Sanam Teri Kasam,Drama,22121,5,2,2016,winter,22852.79702
2/5/16,Southbound,Horror,205048,5,2,2016,winter,211831.3062
2/5/16,Tumbledown,Romantic Comedy,135026,5,2,2016,winter,139492.8697
2/5/16,Zoolander 2,Comedy,28848693,5,2,2016,winter,29803052.55
2/8/16,How to be Single,Romantic Comedy,46843513,8,2,2016,winter,48393169.14
2/8/16,Mei Ren Yu,Romantic Comedy,3229457,8,2,2016,winter,3336292.451
2/9/16,Deadpool,Action,363070709,9,2,2016,winter,375081651.7
2/10/16,Zootopia,Adventure,341268248,10,2,2016,winter,352557931.5
2/12/16,Busco Novio Para Mi Mujer,Romantic Comedy,1741889,12,2,2016,winter,1799513.392
2/12/16,Dough,Comedy,1148304,12,2,2016,winter,1186291.679
2/12/16,Fitoor,Drama,528799,12,2,2016,winter,546292.4919
2/12/16,It_Ã‘Ã©s Already Tomorrow in Hong Kong,Romantic Comedy,14966,12,2,2016,winter,15461.09852
2/12/16,Of Mind and Music,Drama,15083,12,2,2016,winter,15581.96906
2/12/16,Por Siempre,Drama,106833,12,2,2016,winter,110367.2015
2/12/16,Providence,Drama,8556,12,2,2016,winter,8839.045763
2/12/16,Slava,Drama,17259,12,2,2016,winter,17829.95451
2/12/16,Touched With Fire,Drama,146487,12,2,2016,winter,151333.0174
2/15/16,We Are Twisted F***ing Sister!,Documentary,8277,15,2,2016,winter,8550.81601
2/17/16,El abrazo de la serpiente,Drama,1329249,17,2,2016,winter,1373222.621
2/17/16,DONGJU; The Portrait of A Poet,Drama,56184,17,2,2016,winter,58042.65395
2/17/16,Like for Likes,Romantic Comedy,50839,17,2,2016,winter,52520.83305
2/18/16,Midnight Special,Drama,3712282,18,2,2016,winter,3835090.052
2/18/16,Neerja,Drama,1585687,18,2,2016,winter,1638143.988
2/18/16,Risen,Drama,36880033,18,2,2016,winter,38100081.75
2/19/16,Chronic,Drama,9033,19,2,2016,winter,9331.825664
2/19/16,La cittÃ•_ delle donne,Comedy,12516,19,2,2016,winter,12930.04871
2/19/16,Race,Drama,19115191,19,2,2016,winter,19747551.2
2/19/16,Triple 9,Thriller/Suspense,12639297,19,2,2016,winter,13057424.57
2/19/16,The Witch,Horror,25138705,19,2,2016,winter,25970332.39
2/24/16,The Brothers Grimsby,Comedy,6864016,24,2,2016,winter,7091088.306
2/24/16,Gods of Egypt,Adventure,31153464,24,2,2016,winter,32184068.96
2/24/16,Gwi-Hyang,Drama,123704,24,2,2016,winter,127796.3204
2/24/16,The Other Side of the Door,Horror,3000342,24,2,2016,winter,3099597.971
2/26/16,Against the Wild: Survive the Serengeti,Adventure,107953,26,2,2016,winter,111524.2528
2/26/16,Eddie the Eagle,Drama,15789389,26,2,2016,winter,16311726.5
2/26/16,King Georges,Documentary,51663,26,2,2016,winter,53372.09225
2/26/16,The Last Man on the Moon,Documentary,52482,26,2,2016,winter,54218.18604
3/2/16,Eperdument,Drama,675,2,3,2016,spring,694.3402189
3/2/16,London Has Fallen,Action,62524260,2,3,2016,spring,64315716.11
3/3/16,Apprentice,Drama,2578,3,3,2016,spring,2651.86531
3/4/16,Banshun,Drama,13254,4,3,2016,spring,13633.75594
3/4/16,Behind the White Glasses: Portrait of Lina Wertmuller,Documentary,9063,4,3,2016,spring,9322.674672
3/4/16,Born to Be Blue,Drama,755153,4,3,2016,spring,776789.7767
3/4/16,Colliding Dreams,Documentary,78288,4,3,2016,spring,80531.12156
3/4/16,Mekong Hotel,Multiple Genres,2502,4,3,2016,spring,2573.687745
3/4/16,The Met: Live in HD - Manon Lescaut,Concert/Performance,1770000,4,3,2016,spring,1820714.352
3/4/16,Trapped,Documentary,63240,4,3,2016,spring,65051.96362
3/4/16,Whiskey Tango Foxtrot,Comedy,23083334,4,3,2016,spring,23744721.75
3/4/16,White Lies,Drama,2760,4,3,2016,spring,2839.080006
3/6/16,Me Before You,Drama,56245075,6,3,2016,spring,57856618.79
3/9/16,The Divergent Series: Allegiant,Action,66184051,9,3,2016,spring,68080368.08
3/10/16,Les Saisons,Documentary,150092,10,3,2016,spring,154392.4624
3/10/16,The Young Messiah,Drama,6469813,10,3,2016,spring,6655187.221
3/11/16,The Automatic Hate,Drama,4603,11,3,2016,spring,4734.885967
3/11/16,Boom Bust Boom,Documentary,6896,11,3,2016,spring,7093.585406
3/11/16,City of Gold,Documentary,608799,11,3,2016,spring,626242.4162
3/11/16,Creative Control,Drama,63014,11,3,2016,spring,64819.48823
3/11/16,The Daughter,Drama,67149,11,3,2016,spring,69072.96497
3/11/16,The Dog Wedding,Romantic Comedy,25855,11,3,2016,spring,26595.80201
3/11/16,Eye in the Sky,Thriller/Suspense,18704596,11,3,2016,spring,19240523.38
3/11/16,"Hello, My Name is Doris",Drama,28751693,11,3,2016,spring,29575491.57
3/11/16,Hyena Road,Drama,1430,11,3,2016,spring,1470.972612
3/11/16,The Man Who Knew Infinity,Drama,3877922,11,3,2016,spring,3989032.904
3/11/16,The Ones Below,Thriller/Suspense,12488,11,3,2016,spring,12845.80838
3/11/16,The Perfect Match,Romantic Comedy,9669521,11,3,2016,spring,9946573.819
3/11/16,River of Grass,Drama,10070,11,3,2016,spring,10358.52741
3/11/16,Talent Has Hunger,Documentary,7998,11,3,2016,spring,8227.160104
3/11/16,Yalom_Ã‘Ã©s Cure,Documentary,1164,11,3,2016,spring,1197.351133
3/16/16,Chaharshanbe-soori,Drama,90519,16,3,2016,spring,93112.56633
3/16/16,Miracles from Heaven,Drama,61705123,16,3,2016,spring,63473109.05
3/17/16,Kapoor & Sons,Comedy,2607036,17,3,2016,spring,2681733.255
3/17/16,La loi du marchÃ•Â©,Drama,112391,17,3,2016,spring,115611.2467
3/17/16,Shut In,Thriller/Suspense,6900335,17,3,2016,spring,7098044.614
3/18/16,The Brainwashing of My Dad,Documentary,7028,18,3,2016,spring,7229.367494
3/18/16,The Bronze,Black Comedy,615816,18,3,2016,spring,633460.4685
3/18/16,Burning Bodhi,Drama,3289,18,3,2016,spring,3383.237007
3/18/16,High-Rise,Thriller/Suspense,346472,18,3,2016,spring,356399.1768
3/18/16,Krisha,Drama,144822,18,3,2016,spring,148971.4654
3/18/16,Ktown Cowboys,Documentary,18863,18,3,2016,spring,19403.466
3/18/16,Mad Tiger,Documentary,6823,18,3,2016,spring,7018.493798
